DATE,DNDGRG3M086SBEA
2008-07-01,95.0926666666666667
2008-10-01,89.2146666666666667
2009-01-01,87.1226666666666667
2009-04-01,88.6506666666666667
2009-07-01,90.5826666666666667
2009-10-01,91.5110000000000000
2010-01-01,91.9366666666666667
2010-04-01,91.5283333333333333
2010-07-01,91.8110000000000000
2010-10-01,93.4523333333333333
2011-01-01,95.5780000000000000
2011-04-01,97.8076666666666667
2011-07-01,98.3623333333333333
2011-10-01,98.8620000000000000
2012-01-01,99.8220000000000000
2012-04-01,99.6243333333333333
2012-07-01,99.8693333333333333
2012-10-01,100.6843333333333333
2013-01-01,100.6426666666666667
2013-04-01,99.6010000000000000
2013-07-01,100.0350000000000000
2013-10-01,100.0486666666666667
2014-01-01,100.6253333333333333
2014-04-01,101.1120000000000000
2014-07-01,101.0416666666666667
2014-10-01,99.6026666666666667
2015-01-01,96.8210000000000000
2015-04-01,97.5726666666666667
2015-07-01,97.5596666666666667
2015-10-01,96.3630000000000000
2016-01-01,95.0830000000000000
2016-04-01,95.8170000000000000
2016-07-01,95.9226666666666667
2016-10-01,96.6456666666666667
2017-01-01,97.4376666666666667
2017-04-01,96.7963333333333333
2017-07-01,97.3476666666666667
2017-10-01,98.1643333333333333
2018-01-01,99.1153333333333333
2018-04-01,99.4533333333333333
2018-07-01,99.4406666666666667
2018-10-01,99.1940000000000000
2019-01-01,98.6033333333333333
2019-04-01,.
